id_hecho,tipo_hecho,provincia_nombre,departamento_nombre,fecha_hecho,hora_hecho,cant_inculpados,cant_victimas,tipo_lugar,tipo_lugar_otro,tipo_lugar_ampliado,clase_arma,clase_arma_otro,en_ocasion_otro_delito,en_ocasion_otro_delito_otro,victima_sexo,victima_identidad_genero,victima_identidad_genero_otro,victima_clase,victima_clase_otro,victima_situacion_ocupacional,victima_situacion_ocupacional_otro,victima_relacion,victima_edad,inculpado_sexo,inculpado_identidad_genero,inculpado_edad,inculpado_clase,inculpado_relacion
1,HD M,Neuquén,Confluencia,14/1/2017,22:38:00,3,1,Domicilio particular,,Domicilio particular,Arma de fuego,,Sí robo,,M,M,-----------,C,-------,Empleado de otros sectores,---------,No,45-49,M,M,SD,SD,No
2,HD M,Neuquén,Confluencia,7/1/2017,10:35:00,2,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Empleado de otros sectores,---------,No,40-44,M,M,30-34,C,No
3,HD M,Neuquén,Confluencia,7/1/2017,16:38:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,No,25-29,M,M,25-29,C,No
4,HD M,Neuquén,Pehuenches,2/1/2017,22:00:00,1,1,Domicilio particular,,Domicilio particular,Ahorcamiento / asfixia,,No,,M,M,-----------,C,-------,Desocupado,---------,Padre/Madre,70-74,M,M,35-39,C,Hijo/a
5,HD M,Neuquén,Confluencia,3/4/2017,23:55:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,No,15-19,M,M,25-29,C,No
6,HD M,Neuquén,Minas,12/4/2017,19:00:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,SD,,M,M,-----------,C,-------,Trabajador cuenta propia,Criancero,SD,70-74,F,F,SD,SD,SD
7,HD M,Neuquén,Zapala,17/3/2017,2:20:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C detenido,-------,Empleado de otros sectores,---------,No,40-44,M,M,25-29,C,No
8,HD M,Neuquén,Añelo,7/3/2017,21:00:00,1,1,Domicilio particular,,Domicilio particular,SD,,No,,M,M,-----------,C,-------,Jubilado/pensionado,---------,SD,70-74,SD,SD,SD,SD,SD
9,HD F Cis Trans Travesti-Femicidio,Neuquén,Confluencia,11/3/2017,19:10:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,F,F,-----------,C,-------,Trabajador cuenta propia,---------,Ex conyuge / ex pareja,40-44,M,M,45-49,C,Ex conyuge / ex pareja
10,HD M,Neuquén,Lácar,12/3/2017,21:30:00,1,1,Otro lugar,,Campo/descampado/zona rural,Arma blanca,,Si otro delito,Lesiones,M,M,-----------,C,-------,Empleado de otros sectores,---------,No,20-24,M,M,30-34,C,No
11,HD F Cis Trans Travesti-Femicidio,Neuquén,Collón Curá,8/6/2017,20:50:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,F,F,-----------,C,-------,Estudiante,---------,Hijo/a,SD,M,M,30-34,Policía en servicio,Padre/Madre
12,HD M,Neuquén,Confluencia,13/5/2017,14:00:00,1,2,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,No,35-39,M,M,40-44,C,No
13,HD M,Neuquén,Confluencia,21/2/2017,2:10:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,Empleado de otros sectores,---------,SD,40-44,SD,SD,SD,SD,SD
14,HD M,Neuquén,Confluencia,21/5/2017,21:35:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,SD,35-39,SD,SD,SD,SD,SD
15,HD F Cis Trans Travesti-Otro homicidio,Neuquén,Aluminé,22/4/2017,10:38:00,1,1,Domicilio particular,,Domicilio particular,Ahorcamiento / asfixia,,No,,F,F,-----------,C,-------,- Menor,---------,Hijo/a,4 o menos,F,F,25-29,C,Padre/Madre
16,HD M,Salta,Capital,1/1/2017,7:30:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,Trabajador cuenta propia,---------,Conyuge/ pareja,45-49,F,F,SD,C,Conyuge/ pareja
17,HD M,Salta,Capital,5/1/2017,12:00:00,1,1,Comercio,,Comercio,Objeto contundente,,No,,M,M,-----------,C,-------,Rentista,---------,Cliente / proveedor,35-39,M,M,SD,C,Cliente / proveedor
18,HD F Cis Trans Travesti-Femicidio,Salta,Capital,5/1/2017,14:37:00,1,1,Cárcel o comisaría,,Cárcel o comisaría,Arma blanca,,No,,F,F,-----------,C,-------,SD,---------,Conyuge/ pareja,15-19,M,M,35-39,C detenido,Conyuge/ pareja
19,HD F Cis Trans Travesti-Femicidio,Salta,Grl. José de San Martín,6/1/2017,2:00:00,1,1,Vía pública,,Vía pública,Ahorcamiento / asfixia,,No,,F,F,-----------,C,-------,Ama de casa,---------,Conyuge/ pareja,45-49,M,M,45-49,C,Conyuge/ pareja
20,HD M,Salta,Capital,8/1/2017,5:00:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,15-19,M,M,SD,SD,SD
21,HD M,Salta,Orán,8/1/2017,6:30:00,4,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,No,15-19,M,M,20-24,C,No
22,HD M,Salta,Orán,14/1/2017,6:30:00,1,1,Vía pública,,Vía pública,Arma blanca,,Sí robo,,M,M,-----------,C,-------,SD,---------,No,20-24,M,M,15-19,C,No
23,HD M,Salta,Grl. José de San Martín,16/1/2017,11:30:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,15-19,M,M,SD,SD,SD
24,HD F Cis Trans Travesti-Femicidio,Salta,Capital,21/1/2017,8:00:00,1,1,Domicilio particular,,Domicilio particular,Quemaduras,,No,,F,F,-----------,C,-------,SD,---------,Conyuge/ pareja,25-29,M,M,20-24,SD,Conyuge/ pareja
25,HD M,Salta,Grl. José de San Martín,22/1/2017,7:00:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,Otros vínculos familiares,15-19,M,M,20-24,SD,Otros vínculos familiares
26,HD M,Salta,Orán,25/1/2017,1:00:00,2,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,No,SD,M,M,20-24,C,No
27,HD F Cis Trans Travesti-Femicidio,Salta,La Caldera,27/1/2017,13:45:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,F,F,-----------,C,-------,Ama de casa,---------,SD,40-44,SD,SD,SD,SD,SD
28,HD M,Salta,Grl. José de San Martín,27/1/2017,23:45:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,15-19,M,M,SD,SD,SD
29,HD M,Salta,Grl. José de San Martín,31/1/2017,11:30:00,1,1,Cárcel o comisaría,,Cárcel o comisaría,Arma blanca,,No,,M,M,-----------,C detenido,-------,SD,---------,SD,25-29,M,M,20-24,C detenido,SD
30,HD M,Chubut,Rawson,24/2/2017,19:40:00,1,1,Domicilio particular,,Domicilio particular,Objeto contundente,,No,,M,M,-----------,SD,-------,SD,---------,No,SD,M,M,30-34,C,No
31,HD M,Chubut,Rawson,7/2/2017,19:02:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,No,25-29,M,M,SD,C,No
32,HD M,Neuquén,Confluencia,21/6/2017,7:45:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,No,55-59,M,M,30-34,C,No
33,HD M,Neuquén,Confluencia,16/6/2017,0:20:00,1,1,Domicilio particular,,Domicilio particular,Objeto contundente,,No,,M,M,-----------,C,-------,Jubilado/pensionado,---------,SD,60-64,SD,SD,SD,SD,SD
34,HD F Cis Trans Travesti-Femicidio,Neuquén,Lácar,12/6/2017,10:00:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,F,F,-----------,C,-------,Ama de casa,---------,Conyuge/ pareja,30-34,M,M,35-39,C,Conyuge/ pareja
35,HD F Cis Trans Travesti-Otro homicidio,Chubut,Rawson,29/4/2017,17:15:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,F,F,-----------,C,-------,Estudiante,---------,No,SD,F,F,25-29,C,No
36,HD M,Chubut,Rawson,18/6/2017,7:45:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,25-29,M,M,15-19,C,SD
37,HD M,Catamarca,Capital,7/2/2017,20:35:00,2,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,Changarín,---------,No,20-24,M,M,20-24,C,No
38,HD M,Santa Fe,La Capital,9/1/2017,1:30:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,Changarín,---------,SD,35-39,M,M,20-24,C,SD
39,HD M,Santa Fe,La Capital,21/1/2017,21:50:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Estudiante,---------,SD,15-19,M,M,20-24,C,SD
40,HD M,Santa Fe,La Capital,24/1/2017,11:00:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,Changarín,---------,SD,30-34,M,M,20-24,C,SD
41,HD M,Santa Fe,General López,4/1/2017,19:45:00,1,1,Otro lugar,,Campo/descampado/zona rural,Objeto contundente,,No,,M,M,-----------,C,-------,Empleado de otros sectores,---------,SD,35-39,SD,SD,SD,SD,SD
42,HD M,Santa Fe,San Javier,15/1/2017,6:00:00,4,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,Changarín,---------,No,50-54,M,M,35-39,C,No
43,HD F Cis Trans Travesti-Otro homicidio,Santa Fe,San Lorenzo,25/1/2017,14:00:00,1,1,Domicilio particular,,Domicilio particular,Golpes,,Sí robo,,F,F,-----------,C,-------,Jubilado/pensionado,---------,SD,75-79,SD,SD,SD,SD,SD
44,HD M,Santa Fe,San Lorenzo,29/1/2017,17:00:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,30-34,M,M,15-19,C,SD
45,HD M,Santa Fe,Rosario,2/1/2017,1:25:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,SD,35-39,SD,SD,SD,SD,SD
46,HD M,Santa Fe,Rosario,2/1/2017,21:00:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,SD,50-54,SD,SD,SD,SD,SD
47,HD M,Santa Fe,Rosario,7/1/2017,18:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,SD,20-24,SD,SD,SD,SD,SD
48,HD F Cis Trans Travesti-Otro homicidio,Santa Fe,Rosario,11/1/2017,0:10:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,F,F,-----------,C,-------,- Menor,---------,SD,4 o menos,SD,SD,SD,SD,SD
49,HD M,Santa Fe,Rosario,11/1/2017,0:30:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,Desocupado,---------,SD,25-29,SD,SD,SD,SD,SD
50,HD M,Santa Fe,Rosario,11/1/2017,23:19:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,SD,40-44,SD,SD,SD,SD,SD
51,HD M,Santa Fe,Rosario,12/1/2017,21:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,SD,15-19,SD,SD,SD,SD,SD
52,HD M,Santa Fe,Rosario,15/1/2017,3:44:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,Sí robo,,M,M,-----------,C,-------,Desocupado,---------,SD,20-24,SD,SD,SD,SD,SD
53,HD M,Santa Fe,Rosario,16/1/2017,1:30:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,SD,25-29,SD,SD,SD,SD,SD
54,HD M,Santa Fe,Rosario,12/1/2017,13:00:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,Desocupado,---------,SD,60-64,SD,SD,SD,SD,SD
55,HD M,Santa Fe,Rosario,20/1/2017,2:30:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,SD,20-24,M,M,15-19,C,SD
56,HD M,Santa Fe,Rosario,21/1/2017,19:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Changarín,---------,SD,25-29,SD,SD,SD,SD,SD
57,HD M,Santa Fe,Rosario,17/1/2017,21:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,SD,20-24,SD,SD,SD,SD,SD
58,HD M,Santa Fe,Rosario,22/1/2017,3:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,SD,25-29,SD,SD,SD,SD,SD
59,HD M,Santa Fe,Rosario,25/1/2017,22:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,SD,30-34,SD,SD,SD,SD,SD
60,HD F Cis Trans Travesti-Otro homicidio,Santa Fe,Rosario,29/1/2017,4:25:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,F,F,-----------,C,-------,Ama de casa,---------,SD,80-84,SD,SD,SD,SD,SD
61,HD M,Santa Fe,Rosario,29/1/2017,23:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,SD,20-24,SD,SD,SD,SD,SD
62,HD M,Santa Fe,Castellanos,6/1/2017,1:30:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,No,15-19,M,M,15-19,C,No
63,HD F Cis Trans Travesti-Femicidio,Santa Fe,San Martín,3/1/2017,16:30:00,1,1,Domicilio particular,,Domicilio particular,Objeto contundente,,No,,F,F,-----------,C,-------,Trabajador cuenta propia,Arquitecta,Padre/Madre,65-69,M,M,SD,C,Hijo/a
64,HD M,Santa Fe,La Capital,3/2/2017,1:00:00,5,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,Otras relaciones no familiares,45-49,M,M,35-39,C,Otras relaciones no familiares
65,HD M,Santa Fe,La Capital,7/2/2017,21:45:00,1,1,Domicilio particular,,Domicilio particular,Quemaduras,,No,,M,M,-----------,C,-------,Desocupado,---------,Conyuge/ pareja,60-64,F,F,60-64,C,Conyuge/ pareja
66,HD M,Santa Fe,La Capital,13/2/2017,23:00:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,Changarín,---------,SD,25-29,M,M,20-24,C,SD
67,HD M,Santa Fe,La Capital,16/2/2017,3:00:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,Changarín,---------,SD,20-24,SD,SD,SD,SD,SD
68,HD M,Santa Fe,La Capital,26/2/2017,5:00:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,Policía en servicio,-------,Empleado de otros sectores,---------,SD,25-29,M,M,35-39,C,SD
69,HD M,Santa Fe,Rosario,4/2/2017,20:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,- Menor,---------,SD,4 o menos,M,M,25-29,C,SD
70,HD F Cis Trans Travesti-Femicidio,Santa Fe,Rosario,5/2/2017,3:55:00,1,1,Domicilio particular,,Domicilio particular,Objeto contundente,,No,,F,F,-----------,C,-------,Ama de casa,---------,Conyuge/ pareja,30-34,M,M,25-29,C,Conyuge/ pareja
71,HD M,Santa Fe,Rosario,6/2/2017,21:30:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,Trabajador cuenta propia,---------,SD,25-29,SD,SD,SD,SD,SD
72,HD M,Santa Fe,Rosario,9/2/2017,22:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,15-19,SD,SD,SD,SD,SD
73,HD M,Santa Fe,Rosario,15/2/2017,21:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,35-39,SD,SD,SD,SD,SD
74,HD M,Santa Fe,Rosario,16/2/2017,5:50:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Changarín,---------,SD,20-24,SD,SD,SD,SD,SD
75,HD M,Santa Fe,Rosario,18/2/2017,21:30:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,Otras relaciones no familiares,20-24,M,M,SD,SD,Otras relaciones no familiares
76,HD M,Santa Fe,Rosario,7/2/2017,23:30:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Trabajador cuenta propia,---------,SD,50-54,SD,SD,SD,SD,SD
77,HD F Cis Trans Travesti-Femicidio,Santa Fe,Rosario,25/2/2017,18:30:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,F,F,-----------,C,-------,Ama de casa,---------,Conyuge/ pareja,65-69,M,M,70-74,C,Conyuge/ pareja
78,HD M,Santa Fe,Castellanos,25/2/2017,14:40:00,3,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,No,20-24,M,M,45-49,C,No
79,HD M,Santa Fe,Garay,3/2/2017,21:00:00,1,1,Comercio,,Comercio,Arma de fuego,,No,,M,M,-----------,C,-------,Changarín,---------,No,25-29,M,M,25-29,C,No
80,HD M,Santa Fe,La Capital,6/3/2017,1:15:00,1,1,Vía pública,,Vía pública,Objeto contundente,,No,,M,M,-----------,C,-------,Changarín,---------,SD,50-54,SD,SD,SD,SD,SD
81,HD F Cis Trans Travesti-Femicidio,Santa Fe,La Capital,8/3/2017,11:00:00,1,1,Domicilio particular,,Domicilio particular,SD,,No,,F,F,-----------,C,-------,Desocupado,---------,Ex conyuge / ex pareja,55-59,M,M,60-64,C,Ex conyuge / ex pareja
82,HD M,Santa Fe,La Capital,12/3/2017,23:30:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,25-29,SD,SD,SD,SD,SD
83,HD M,Santa Fe,La Capital,21/3/2017,21:00:00,2,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,20-24,M,M,30-34,C,SD
84,HD F Cis Trans Travesti-Otro homicidio,Santa Fe,La Capital,26/3/2017,0:00:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,F,F,-----------,C,-------,Desocupado,---------,SD,15-19,F,F,15-19,C,SD
85,HD M,Santa Fe,La Capital,30/3/2017,15:30:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,15-19,SD,SD,SD,SD,SD
86,HD M,Santa Fe,La Capital,26/3/2017,19:50:00,1,1,Domicilio particular,,Domicilio particular,Objeto contundente,,No,,M,M,-----------,C,-------,Empleado de otros sectores,Carnicero,SD,40-44,SD,SD,SD,SD,SD
87,HD M,Santa Fe,Rosario,3/3/2017,16:19:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,20-24,SD,SD,SD,SD,SD
88,HD M,Santa Fe,Rosario,3/3/2017,22:00:00,1,1,Comercio,,Comercio,Arma de fuego,,Sí robo,,M,M,-----------,C,-------,Patrón/empleador,---------,SD,30-34,SD,SD,SD,SD,SD
89,HD M,Santa Fe,Rosario,4/3/2017,2:40:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,45-49,M,M,SD,SD,SD
90,HD M,Santa Fe,Rosario,4/3/2017,7:10:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,20-24,SD,SD,SD,SD,SD
91,HD M,Santa Fe,Rosario,4/3/2017,21:00:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,30-34,SD,SD,SD,SD,SD
92,HD M,Santa Fe,Rosario,7/3/2017,16:15:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,SD,20-24,SD,SD,SD,SD,SD
93,HD M,Santa Fe,Rosario,9/3/2017,21:30:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,Sí robo,,M,M,-----------,C,-------,SD,---------,SD,60-64,SD,SD,SD,SD,SD
94,HD M,Santa Fe,Rosario,10/3/2017,5:40:00,2,2,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,20-24,SD,SD,SD,SD,SD
95,HD M,Santa Fe,Rosario,17/3/2017,19:00:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,Changarín,---------,SD,20-24,SD,SD,SD,SD,SD
96,HD M,Santa Fe,Rosario,19/3/2017,3:30:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,30-34,SD,SD,SD,SD,SD
97,HD M,Santa Fe,Rosario,23/3/2017,20:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,SD,,M,M,-----------,C,-------,Changarín,---------,SD,20-24,SD,SD,SD,SD,SD
98,HD F Cis Trans Travesti-Otro homicidio,Santa Fe,Rosario,25/3/2017,17:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,F,F,-----------,C,-------,SD,---------,SD,30-34,SD,SD,SD,SD,SD
99,HD M,Santa Fe,Rosario,26/3/2017,16:30:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,Sí robo,,M,M,-----------,C,-------,Jubilado/pensionado,---------,SD,90 y más,SD,SD,SD,SD,SD
100,HD M,Santa Fe,Castellanos,12/3/2017,1:45:00,1,1,Vía pública,,Vía pública,Objeto contundente,,No,,M,M,-----------,C,-------,Desocupado,---------,SD,15-19,M,M,25-29,C,SD
101,HD M,Santa Fe,San Lorenzo,17/3/2017,4:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,Sí robo,,M,M,-----------,C,-------,SD,---------,SD,40-44,SD,SD,SD,SD,SD
102,HD M,Santa Fe,San Lorenzo,18/3/2017,2:20:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,35-39,SD,SD,SD,SD,SD
103,HD F Cis Trans Travesti-Otro homicidio,Santa Fe,San Lorenzo,18/3/2017,15:00:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,F,F,-----------,C,-------,SD,---------,SD,50-54,F,F,25-29,C,SD
104,HD M,Santa Fe,San Lorenzo,25/3/2017,4:50:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,Conyuge/ pareja,35-39,F,F,40-44,C,Conyuge/ pareja
105,HD M,Santa Fe,San Lorenzo,30/3/2017,4:30:00,1,1,Vía pública,,Vía pública,Arrollamiento por rodado o tren,,No,,M,M,-----------,C,-------,Empleado de otros sectores,---------,SD,35-39,M,M,20-24,C,SD
106,HD M,Santa Fe,General Obligado,22/4/2017,19:00:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,Otros vínculos familiares,25-29,M,M,25-29,C,Otros vínculos familiares
107,HD M,Santa Fe,Garay,6/4/2017,0:40:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,Changarín,---------,SD,25-29,SD,SD,SD,SD,SD
108,HD M,Santa Fe,San Javier,14/4/2017,0:00:00,3,1,Vía pública,,Vía pública,Golpes,,No,,M,M,-----------,C,-------,Changarín,---------,No,25-29,M,M,20-24,C,No
109,HD M,Santa Fe,San Cristóbal,2/4/2017,7:00:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,Empleado de otros sectores,---------,Otras relaciones no familiares,20-24,M,M,25-29,C,Otras relaciones no familiares
110,HD F Cis Trans Travesti-Femicidio,Santa Fe,San Cristóbal,16/4/2017,13:00:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,F,F,-----------,C,-------,Empleado de otros sectores,---------,Ex conyuge / ex pareja,25-29,M,M,25-29,C,Ex conyuge / ex pareja
111,HD M,Santa Fe,Rosario,1/4/2017,22:50:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Changarín,---------,SD,35-39,M,M,20-24,C,SD
112,HD F Cis Trans Travesti-Femicidio,Santa Fe,Rosario,3/4/2017,22:00:00,2,1,Vía pública,,Vía pública,Quemaduras,Calcinado,No,Violencia de género,F,F,-----------,C,-------,SD,---------,SD,20-24,M,M,40-44,C,SD
113,HD M,Santa Fe,Rosario,5/4/2017,19:00:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,Trabajador cuenta propia,---------,SD,35-39,SD,SD,SD,SD,SD
114,HD M,Santa Fe,Rosario,9/4/2017,0:30:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,40-44,SD,SD,SD,SD,SD
115,HD M,Santa Fe,Rosario,11/4/2017,17:50:00,1,1,Otro lugar,,Hotel/Motel/Hospedaje temporario,Arma blanca,,No,,M,M,-----------,C,-------,Trabajador/a sexual,---------,SD,15-19,M,M,30-34,C,SD
116,HD M,Santa Fe,Rosario,21/4/2017,19:35:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,20-24,M,M,15-19,C,SD
117,HD M,Santa Fe,Rosario,22/4/2017,22:40:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,SD,45-49,SD,SD,SD,SD,SD
118,HD M,Santa Fe,Rosario,22/4/2017,9:00:00,2,1,Domicilio particular,,Domicilio particular,Golpes,,No,,M,M,-----------,C,-------,- Menor,---------,Hijo/a,4 o menos,M,M,20-24,C,Padre/Madre
119,HD M,Santa Fe,Rosario,26/4/2017,13:10:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,Desocupado,---------,SD,40-44,SD,SD,SD,SD,SD
120,HD M,Santa Fe,Rosario,30/4/2017,19:20:00,1,1,Vía pública,,Vía pública,Arma de fuego,,Sí robo,,M,M,-----------,C,-------,Desocupado,---------,SD,55-59,SD,SD,SD,SD,SD
121,HD M,Santa Fe,La Capital,4/4/2017,19:30:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,SD,20-24,SD,SD,SD,SD,SD
122,HD M,Santa Fe,La Capital,8/4/2017,23:25:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,SD,20-24,M,M,SD,SD,SD
123,HD M,Santa Fe,La Capital,11/4/2017,0:05:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Trabajador cuenta propia,---------,SD,15-19,M,M,SD,SD,SD
124,HD M,Santa Fe,La Capital,14/4/2017,2:30:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,20-24,M,M,SD,SD,SD
