id_hecho,tipo_hecho,provincia_nombre,departamento_nombre,fecha_hecho,hora_hecho,cant_inculpados,cant_victimas,tipo_lugar,tipo_lugar_otro,tipo_lugar_ampliado,clase_arma,clase_arma_otro,en_ocasion_otro_delito,en_ocasion_otro_delito_otro,victima_sexo,victima_identidad_genero,victima_identidad_genero_otro,victima_clase,victima_clase_otro,victima_situacion_ocupacional,victima_situacion_ocupacional_otro,victima_relacion,victima_edad,inculpado_sexo,inculpado_identidad_genero,inculpado_edad,inculpado_clase,inculpado_relacion
986,HD M,Río Negro,General Roca,19/6/2017,11:11:11,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,30-34,SD,SD,SD,SD,SD
987,HD M,Río Negro,General Roca,1/7/2017,11:11:11,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,20-24,M,M,15-19,C,SD
988,HD M,Río Negro,25 de mayo,14/7/2017,11:11:11,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,SD,-------,SD,---------,SD,SD,M,M,SD,SD,SD
989,HD F Cis Trans Travesti-Femicidio,Río Negro,General Roca,9/8/2017,11:11:11,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,F,F,-----------,C,-------,SD,---------,Padre/Madre,80-84,M,M,60-64,C,Hijo/a
990,HD M,Río Negro,General Roca,13/8/2017,11:11:11,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,25-29,M,M,SD,SD,SD
991,HD M,Río Negro,Pichi Mahuida,19/8/2017,11:11:11,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,30-34,SD,SD,SD,SD,SD
992,HD M,Río Negro,Bariloche,10/9/2017,11:11:11,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,SD,M,M,30-34,SD,SD
993,HD M,Río Negro,General Roca,19/9/2017,11:11:11,1,1,Domicilio particular,,Domicilio particular,Objeto contundente,,No,,M,M,-----------,C,-------,SD,---------,Padre/Madre,50-54,M,M,35-39,SD,Hijo/a
994,HD M,Río Negro,General Roca,23/9/2017,11:11:11,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,20-24,M,M,15-19,SD,SD
995,HD M,Río Negro,Bariloche,2/10/2017,11:11:11,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,25-29,M,M,SD,SD,SD
996,HD M,Río Negro,Bariloche,24/11/2017,11:11:11,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,25-29,SD,SD,SD,SD,SD
997,HD M,Río Negro,General Roca,10/12/2017,11:11:11,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,20-24,M,M,15-19,C,SD
998,HD M,Río Negro,General Roca,16/12/2017,11:11:11,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,15-19,M,M,20-24,C,SD
999,HD M,Santiago del Estero,Capital,15/1/2017,4:40:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,Otras relaciones no familiares,20-24,M,M,30-34,C,Otras relaciones no familiares
1000,HD F Cis Trans Travesti-Femicidio vinculado,Santiago del Estero,Capital,20/2/2017,21:45:00,1,5,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,Hijo/a,4 o menos,M,M,60-64,C,Ex conyuge / ex pareja
1001,HD M,Santiago del Estero,Capital,26/2/2017,5:30:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,Otras relaciones no familiares,20-24,M,M,30-34,C,Otras relaciones no familiares
1002,HD F Cis Trans Travesti-Femicidio,Santiago del Estero,Robles,11/2/2017,20:00:00,2,1,Domicilio particular,,Domicilio particular,SD,,No,,F,F,-----------,C,-------,- Menor,---------,Hijo/a,4 o menos,M,M,15-19,C,Padre/Madre
1003,HD M,Santiago del Estero,Sarmiento,28/2/2017,1:30:00,4,1,Vía pública,,Vía pública,Objeto contundente,,No,,M,M,-----------,C,-------,SD,---------,SD,25-29,M,M,15-19,C,SD
1004,HD F Cis Trans Travesti-Femicidio,Santiago del Estero,Banda,14/4/2017,15:10:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,F,F,-----------,C,-------,Empleado de otros sectores,---------,Ex conyuge / ex pareja,40-44,M,M,SD,C,Ex conyuge / ex pareja
1005,HD F Cis Trans Travesti-Femicidio,Santiago del Estero,Salavina,28/4/2017,19:00:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,F,F,-----------,C,-------,Desocupado,---------,Otras relaciones no familiares,15-19,M,M,25-29,C,Otras relaciones no familiares
1006,HD M,Santiago del Estero,Capital,1/5/2017,16:00:00,2,1,SD,,SD,Objeto contundente,,No,,M,M,-----------,C,-------,SD,---------,Otras relaciones no familiares,15-19,M,M,30-34,C,Otras relaciones no familiares
1007,HD F Cis Trans Travesti-Femicidio,Santiago del Estero,Belgrano,25/6/2017,11:11:11,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,F,F,-----------,C,-------,Estudiante,---------,Ex conyuge / ex pareja,15-19,M,M,15-19,C,Ex conyuge / ex pareja
1008,HD F Cis Trans Travesti-Femicidio,Santiago del Estero,Silípica,1/6/2017,4:00:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,F,F,-----------,C,-------,Empleado de otros sectores,Empleada doméstica,Conyuge/ pareja,40-44,M,M,45-49,C,Conyuge/ pareja
1009,HD M,Santiago del Estero,Capital,2/6/2017,18:50:00,1,1,Domicilio particular,,Domicilio particular,Golpes,,No,,M,M,-----------,C,-------,Trabajador cuenta propia,---------,Otras relaciones no familiares,15-19,M,M,40-44,C,Otras relaciones no familiares
1010,HD F Cis Trans Travesti-Otro homicidio,Santiago del Estero,Choya,26/6/2017,14:00:00,1,2,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,Otros vínculos familiares,85-89,M,M,SD,C,Otros vínculos familiares
1011,HD M,Santiago del Estero,Banda,16/7/2017,3:45:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Estudiante,---------,Otras relaciones no familiares,SD,M,M,15-19,C,Otras relaciones no familiares
1012,HD M,Santiago del Estero,Atamisqui,13/8/2017,19:30:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,Trabajador cuenta propia,---------,Otros vínculos familiares,35-39,M,M,45-49,C,Otros vínculos familiares
1013,HD M,Santiago del Estero,Rivadavia,23/8/2017,12:30:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,Empleado de otros sectores,Obrero/empleado,Hermano/a,40-44,M,M,30-34,C,Hermano/a
1014,HD M,Santiago del Estero,Robles,27/8/2017,11:11:11,7,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,Trabajador cuenta propia,---------,SD,40-44,M,M,SD,C,SD
1015,HD M,Santiago del Estero,Río Hondo,20/8/2017,11:55:00,2,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,Otras relaciones no familiares,25-29,M,M,20-24,C,Otras relaciones no familiares
1016,HD M,Santiago del Estero,Banda,5/9/2017,8:40:00,2,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,Desocupado,---------,No,40-44,M,M,15-19,C,No
1017,HD F Cis Trans Travesti-Femicidio,Santiago del Estero,Banda,27/9/2017,9:45:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,F,F,-----------,C,-------,Trabajador cuenta propia,---------,Conyuge/ pareja,45-49,M,M,65-69,C,Conyuge/ pareja
1018,HD M,Santiago del Estero,Banda,30/9/2017,13:00:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,Trabajador cuenta propia,---------,SD,30-34,M,M,20-24,C,SD
1019,HD F Cis Trans Travesti-Femicidio,Santiago del Estero,Quebrachos,18/9/2017,1:30:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,F,F,-----------,C,-------,Trabajador cuenta propia,---------,Padre/Madre,50-54,M,M,20-24,C,Hijo/a
1020,HD F Cis Trans Travesti-Femicidio,Santiago del Estero,Pellegrini,12/9/2017,2:15:00,1,1,Domicilio particular,,Domicilio particular,Ahorcamiento / asfixia,,No,,F,F,-----------,C,-------,Desocupado,---------,Conyuge/ pareja,20-24,M,M,35-39,C,Conyuge/ pareja
1021,HD M,Santiago del Estero,Pellegrini,9/9/2017,5:00:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,Trabajador cuenta propia,---------,Otras relaciones no familiares,20-24,M,M,20-24,C,Otras relaciones no familiares
1022,HD F Cis Trans Travesti-Femicidio vinculado,Santiago del Estero,Alberdi,6/10/2017,3:30:00,1,2,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,Trabajador cuenta propia,---------,Padre/Madre,60-64,M,M,25-29,C,Hijo/a
1023,HD M,Santiago del Estero,Banda,16/10/2017,7:45:00,3,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,Otras relaciones no familiares,25-29,M,M,35-39,C,Otras relaciones no familiares
1024,HD M,Santiago del Estero,Capital,2/11/2017,23:50:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,No,20-24,M,M,15-19,C,No
1025,HD M,Santiago del Estero,Capital,12/11/2017,10:30:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,Conyuge/ pareja,30-34,F,F,30-34,C,Conyuge/ pareja
1026,HD F Cis Trans Travesti-Femicidio,Santiago del Estero,Banda,25/11/2017,15:20:00,1,1,SD,,SD,Arma de fuego,,No,,F,F,-----------,C,-------,SD,---------,Conyuge/ pareja,85-89,M,M,90 y más,C,Conyuge/ pareja
1027,HD M,Santiago del Estero,Choya,25/12/2017,8:30:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,15-19,M,M,SD,C,SD
1028,HD F Cis Trans Travesti-Femicidio,Santiago del Estero,Pellegrini,25/12/2017,8:30:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,F,F,-----------,C,-------,Desocupado,---------,Conyuge/ pareja,15-19,M,M,20-24,C,Conyuge/ pareja
1029,HD M,Santiago del Estero,Capital,19/12/2017,11:11:11,1,1,Vía pública,,Vía pública,SD,,No,,M,M,-----------,C,-------,- Menor,---------,Hijo/a,SD,F,F,25-29,C,Padre/Madre
1030,HD M,Misiones,Candelaria,15/4/2018,1:00:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,Changarín,---------,No,40-44,M,M,25-29,C,No
1031,HD M,Corrientes,Santo Tomé,14/4/2018,1:55:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,Changarín,---------,SD,15-19,M,M,15-19,C,SD
1032,HD M,Misiones,25 de mayo,20/4/2018,18:00:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,Sí robo,,M,M,-----------,C,-------,Trabajador cuenta propia,---------,SD,55-59,SD,SD,SD,SD,SD
1033,HD F Cis Trans Travesti-Femicidio,Misiones,General Manuel Belgrano,22/4/2018,21:30:00,2,1,Vía pública,,Vía pública,Arma de fuego,,SD,,F,F,-----------,C,-------,SD,---------,Otros vínculos familiares,50-54,M,M,SD,C,Otros vínculos familiares
1034,HD M,La Rioja,Capital,24/3/2017,4:30:00,4,1,Vía pública,,Vía pública,Otra arma o mecanismo,Aire comprimido,No,,M,M,-----------,C,-------,Estudiante,---------,No,15-19,M,M,15-19,C,No
1035,HD F Cis Trans Travesti-Femicidio,La Rioja,General San Martín,29/3/2017,10:45:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,Violencia de género,F,F,-----------,C,-------,SD,---------,Ex conyuge / ex pareja,40-44,M,M,45-49,C,Ex conyuge / ex pareja
1036,HD M,La Rioja,Capital,4/4/2017,13:30:00,1,1,Domicilio particular,,Domicilio particular,Objeto contundente,,No,,M,M,-----------,C,-------,Estudiante,---------,No,SD,M,M,35-39,C,No
1037,HD F Cis Trans Travesti-Otro homicidio,La Rioja,Chilecito,9/5/2017,11:11:11,2,1,Domicilio particular,,Domicilio particular,Objeto contundente,,Sí robo,,F,F,-----------,C,-------,SD,---------,Otros vínculos familiares,75-79,M,M,15-19,Seguridad privada,Otros vínculos familiares
1038,HD M,La Rioja,Capital,28/8/2017,0:00:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,Otras relaciones no familiares,30-34,M,M,SD,C,Otras relaciones no familiares
1039,HD M,La Rioja,Capital,21/10/2017,14:30:00,4,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,Otras relaciones no familiares,30-34,M,M,35-39,C,Otras relaciones no familiares
1040,HD F Cis Trans Travesti-Femicidio,Corrientes,Capital,2/1/2018,17:20:00,7,1,Domicilio particular,,Domicilio particular,SD,Colisión vehículo,Sí abuso sexual con  acceso carnal (violación),,F,F,-----------,C,-------,Estudiante,---------,SD,15-19,M,M,35-39,C detenido,No
1041,HD M,Chaco,Comandante Fernández,28/1/2017,0:10:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,30-34,M,M,20-24,C,SD
1042,HD M,Chaco,Independencia,15/1/2017,6:05:00,3,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,SD,M,M,20-24,C,SD
1043,HD M,Chaco,Maipú,4/1/2017,22:00:00,2,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,20-24,M,M,SD,C,SD
1044,HD M,Chaco,Presidencia de la Plaza,8/1/2017,18:30:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Trabajador cuenta propia,---------,SD,50-54,M,M,25-29,C,SD
1045,HD M,Chaco,San Fernando,22/1/2017,0:01:00,1,1,Domicilio particular,,Domicilio particular,SD,,No,,M,M,-----------,C,-------,SD,---------,SD,45-49,M,M,25-29,C,SD
1046,HD M,Chaco,San Fernando,26/1/2017,5:50:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,25-29,M,M,25-29,C,SD
1047,HD M,Chaco,San Fernando,16/2/2017,14:05:00,2,1,Vía pública,,Vía pública,Arma de fuego,,Sí robo,,M,M,-----------,C,-------,SD,---------,SD,15-19,M,M,15-19,C,SD
1048,HD M,Chaco,San Fernando,2/2/2017,18:15:00,3,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,20-24,M,M,SD,C,SD
1049,HD M,Chaco,San Fernando,21/2/2017,23:45:00,1,1,Comercio,,Comercio,Arma de fuego,,Sí robo,,M,M,-----------,C,-------,SD,---------,SD,SD,M,M,60-64,Seguridad privada,SD
1050,HD F Cis Trans Travesti-Femicidio,Chaco,San Fernando,23/2/2017,11:20:00,2,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,F,F,-----------,C,-------,SD,---------,Otros vínculos familiares,15-19,M,M,35-39,C,SD
1051,HD M,Chaco,San Fernando,16/2/2017,22:20:00,1,1,Vía pública,,Vía pública,Golpes,,No,,M,M,-----------,C,-------,SD,---------,SD,50-54,M,M,25-29,C,SD
1052,HD F Cis Trans Travesti-Otro homicidio,Chaco,Comandante Fernández,4/3/2017,21:10:00,2,1,Vía pública,,Vía pública,Arma blanca,,Sí robo,,F,F,-----------,C,-------,SD,---------,SD,50-54,M,M,25-29,C,SD
1053,HD M,Chaco,Comandante Fernández,18/3/2017,14:20:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,15-19,M,M,15-19,C,SD
1054,HD M,Chaco,25 de mayo,17/3/2017,19:05:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,Changarín,---------,Otras relaciones no familiares,60-64,F,F,35-39,C,Otras relaciones no familiares
1055,HD M,Chaco,Bermejo,1/4/2017,0:30:00,1,1,Vía pública,,Vía pública,Arma blanca,Tumbera,No,,M,M,-----------,C,-------,SD,---------,SD,30-34,M,M,15-19,C,SD
1056,HD M,Chaco,Comandante Fernández,23/4/2017,0:45:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,45-49,M,M,30-34,C,SD
1057,HD F Cis Trans Travesti-Otro homicidio,Chaco,Libertador General San Martín,6/4/2017,12:00:00,2,2,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,80-84,SD,SD,SD,SD,SD
1058,HD M,Chaco,Quitilipi,23/4/2017,20:30:00,2,1,Comercio,,Comercio,Arma de fuego,,Sí robo,,M,M,-----------,C,-------,SD,---------,SD,45-49,M,M,20-24,C,SD
1059,HD M,Chaco,San Fernando,7/4/2017,23:00:00,2,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,25-29,M,M,20-24,C,SD
1060,HD M,Chaco,25 de mayo,15/4/2017,19:30:00,2,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,15-19,M,M,15-19,C,SD
1061,HD M,Chaco,25 de mayo,23/4/2017,2:00:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,15-19,M,M,15-19,C,SD
1062,HD M,Chaco,San Fernando,14/5/2017,18:32:00,2,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,30-34,M,M,75-79,C,SD
1063,HD F Cis Trans Travesti-Femicidio,Chaco,San Fernando,14/5/2017,21:15:00,1,1,Otro lugar,,Hotel/Motel/Hospedaje temporario,Arma blanca,,No,,F,F,-----------,C,-------,SD,---------,Conyuge/ pareja,SD,M,M,SD,SD,Conyuge/ pareja
1064,HD F Cis Trans Travesti-Femicidio,Chaco,Comandante Fernández,18/6/2017,22:00:00,2,1,Domicilio particular,,Domicilio particular,SD,,Sí abuso sexual con  acceso carnal (violación),,F,F,-----------,C,-------,- Menor,---------,Hijo/a,4 o menos,M,M,50-54,C,Padre/Madre
1065,HD M,Chaco,Libertador General San Martín,7/6/2017,23:20:00,1,1,Vía pública,,Vía pública,Objeto contundente,,No,,M,M,-----------,C,-------,SD,---------,SD,20-24,M,M,20-24,C,SD
1066,HD M,Chaco,Mayor Luis J. Fontana,30/6/2017,11:00:00,3,1,Otro lugar,,Río/canal/arroyo/mar/dique,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,25-29,M,M,25-29,C,SD
1067,HD M,Chaco,Quitilipi,19/6/2017,4:00:00,2,1,Vía pública,,Vía pública,Objeto contundente,,No,,M,M,-----------,C,-------,SD,---------,SD,25-29,M,M,20-24,C,SD
1068,HD M,Chaco,San Fernando,24/6/2017,5:55:00,4,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,20-24,M,M,SD,C,SD
1069,HD F Cis Trans Travesti-Femicidio,Chaco,San Fernando,27/6/2017,15:30:00,1,1,Domicilio particular,,Domicilio particular,Ahorcamiento / asfixia,,No,,F,F,-----------,C,-------,SD,---------,Conyuge/ pareja,25-29,M,M,30-34,C,Conyuge/ pareja
1070,HD M,Chaco,General Donovan,26/7/2017,20:30:00,2,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,Trabajador cuenta propia,---------,SD,65-69,M,M,SD,C,SD
1071,HD M,Chaco,Libertador General San Martín,15/7/2017,7:00:00,2,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,Trabajador cuenta propia,---------,SD,25-29,M,M,40-44,C,SD
1072,HD M,Chaco,Libertador General San Martín,16/7/2017,0:25:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,Trabajador cuenta propia,---------,SD,25-29,F,F,25-29,C,SD
1073,HD M,Chaco,San Fernando,1/7/2017,13:20:00,2,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,20-24,M,M,SD,C,SD
1074,HD F Cis Trans Travesti-Femicidio,Chaco,San Fernando,14/7/2017,11:00:00,1,1,Otro lugar,,Hotel/Motel/Hospedaje temporario,Arma de fuego,,No,,F,F,-----------,C,-------,Desocupado,---------,Otras relaciones no familiares,SD,M,M,25-29,Policía en servicio,Otras relaciones no familiares
1075,HD M,Chaco,Comandante Fernández,26/8/2017,23:15:00,3,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,15-19,M,M,85-89,C,SD
1076,HD M,Chaco,Comandante Fernández,21/8/2017,22:00:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,Otros vínculos familiares,35-39,M,M,15-19,C,Otros vínculos familiares
1077,HD M,Chaco,Independencia,28/8/2017,2:15:00,9,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,15-19,M,M,20-24,C,SD
1078,HD M,Chaco,San Fernando,5/8/2017,23:00:00,4,1,Vía pública,,Vía pública,SD,,No,,M,M,-----------,C,-------,SD,---------,SD,25-29,M,M,45-49,C,SD
1079,HD M,Chaco,San Fernando,16/8/2017,21:48:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,35-39,M,M,20-24,C,SD
1080,HD M,Chaco,San Fernando,27/8/2017,3:25:00,2,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,50-54,M,M,35-39,C,SD
1081,HD F Cis Trans Travesti-Femicidio,Chaco,Libertador General San Martín,19/9/2017,10:30:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,F,F,-----------,C,-------,SD,---------,Ex conyuge / ex pareja,25-29,M,M,30-34,C,Ex conyuge / ex pareja
1082,HD M,Chaco,Mayor Luis J. Fontana,3/9/2017,12:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,15-19,M,M,20-24,C,SD
1083,HD M,Chaco,9 de julio,2/9/2017,10:00:00,1,1,Vía pública,,Vía pública,Objeto contundente,,No,,M,M,-----------,C,-------,SD,---------,SD,40-44,F,F,25-29,C,SD
1084,HD M,Chaco,San Fernando,24/9/2017,4:40:00,2,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,30-34,M,M,30-34,C,SD
1085,HD M,Chaco,San Fernando,20/9/2017,14:05:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,20-24,M,M,35-39,C,SD
1086,HD M,Chaco,Comandante Fernández,24/10/2017,11:20:00,1,1,Vía pública,,Vía pública,Ahorcamiento / asfixia,,No,,M,M,-----------,C,-------,SD,---------,SD,25-29,M,M,25-29,C,SD
1087,HD M,Chaco,General Güemes,28/10/2017,19:30:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,20-24,M,M,25-29,C,SD
1088,HD M,Chaco,Independencia,30/10/2017,16:09:00,1,1,Otro lugar,,Campo/descampado/zona rural,SD,,No,,M,M,-----------,C,-------,SD,---------,SD,65-69,M,M,25-29,C,SD
1089,HD M,Chaco,San Fernando,29/10/2017,6:10:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,25-29,M,M,35-39,C,SD
1090,HD M,Chaco,25 de mayo,31/10/2017,8:15:00,1,1,Domicilio particular,,Domicilio particular,Objeto contundente,,No,,M,M,-----------,C,-------,SD,---------,SD,65-69,M,M,20-24,C,SD
1091,HD M,Chaco,San Fernando,4/11/2017,6:30:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,15-19,M,M,15-19,C,SD
1092,HD M,Chaco,San Fernando,25/11/2017,16:55:00,2,1,Domicilio particular,,Domicilio particular,SD,,Sí robo,,M,M,-----------,C,-------,SD,---------,SD,75-79,M,M,35-39,C,SD
1093,HD M,Chaco,25 de mayo,26/11/2017,3:40:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,20-24,M,M,25-29,C,SD
1094,HD M,Chaco,Comandante Fernández,17/12/2017,13:30:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,40-44,M,M,35-39,C,SD
1095,HD M,Chaco,Comandante Fernández,10/12/2017,2:30:00,3,1,Vía pública,,Vía pública,Objeto contundente,,Sí robo,,M,M,-----------,C,-------,SD,---------,SD,65-69,M,M,SD,C,SD
1096,HD M,Chaco,Independencia,24/12/2017,1:20:00,2,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,Otros vínculos familiares,35-39,M,M,SD,C,No
1097,HD F Cis Trans Travesti-Femicidio,Chaco,Maipú,13/12/2017,6:00:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,SD,,F,F,-----------,C,-------,Ama de casa,---------,Ex conyuge / ex pareja,40-44,M,M,45-49,C,Ex conyuge / ex pareja
1098,HD M,Chaco,San Fernando,11/12/2017,2:50:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,35-39,M,M,35-39,C,SD
1099,HD M,Chaco,San Fernando,10/12/2017,20:25:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,25-29,M,M,20-24,C,SD
1100,HD M,Santa Fe,La Capital,1/4/2018,16:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,Sí robo,,M,M,-----------,C,-------,Empleado de otros sectores,---------,No,40-44,M,M,20-24,C,No
1101,HD M,Santa Fe,La Capital,13/4/2018,21:30:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,20-24,SD,SD,SD,SD,SD
1102,HD M,Santa Fe,La Capital,14/4/2018,13:10:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,25-29,SD,SD,SD,SD,SD
1103,HD M,Santa Fe,La Capital,14/4/2018,5:30:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,20-24,SD,SD,SD,SD,SD
1104,HD M,Santa Fe,La Capital,25/4/2018,14:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Empleado de otros sectores,---------,SD,35-39,M,M,25-29,C,SD
1105,HD M,Santa Fe,Rosario,1/4/2018,21:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,20-24,SD,SD,SD,SD,SD
