id_hecho;tipo_hecho;provincia_nombre;departamento_nombre;fecha_hecho;hora_hecho;cant_inculpados;cant_victimas;tipo_lugar;tipo_lugar_otro;tipo_lugar_ampliado;clase_arma;clase_arma_otro;en_ocasion_otro_delito;en_ocasion_otro_delito_otro;victima_sexo;victima_identidad_genero;victima_identidad_genero_otro;victima_clase;victima_clase_otro;victima_situacion_ocupacional;victima_situacion_ocupacional_otro;victima_relacion;victima_edad;inculpado_sexo;inculpado_identidad_genero;inculpado_edad;inculpado_clase;inculpado_relacion
25155;HD M;Entre Ríos;Concordia;18/7/2021;09:45:00;1;1;Vía pública;;Vía pública;Quemaduras;;No;;M;M;-----------;Civil;-------;SD;---------;SD;35-39;M;M;35-39;Civil;SD
25156;HD M;Entre Ríos;Feliciano;26/7/2021;13:00:00;1;1;Vía pública;;Vía pública;Golpes;;No;;M;M;-----------;Civil;-------;SD;---------;SD;60-64;M;M;45-49;SD;SD
25157;HD F Cis Trans Travesti-Femicidio;Entre Ríos;Islas del Ibicuy;28/7/2021;08:00:00;1;1;Domicilio particular;;Domicilio particular;Arma de fuego;;No;;F;F;-----------;Civil;-------;Ama de casa;---------;Conyuge/ pareja;50-54;M;M;75-79;Civil;Conyuge/ pareja
25158;HD M;Entre Ríos;Paraná;15/7/2021;15:30:00;1;1;Otro lugar;;Campo/descampado/zona rural;SD;;Sí robo;;M;M;-----------;Civil;-------;Trabajador cuenta propia;---------;SD;25-29;SD;SD;SD;SD;SD
25161;HD M;Salta;Orán;4/7/2021;01:00:00;1;1;Vía pública;;Vía pública;Arma blanca;;No;;M;M;-----------;Civil;-------;Trabajador cuenta propia;---------;Otras relaciones no familiares;30-34;M;M;40-44;Civil;Otras relaciones no familiares
25162;HD F Cis Trans Travesti-Femicidio;Salta;La Caldera;8/7/2021;23:13:00;1;1;Vía pública;;Vía pública;Arma blanca;;No;Femicidio;F;F;-----------;Civil;-------;Empleado de otros sectores;---------;Conyuge/ pareja;35-39;M;M;35-39;Civil;Conyuge/ pareja
25163;HD M;Salta;Capital;11/7/2021;10:50:00;1;1;Vía pública;;Vía pública;Arma blanca;;No;;M;M;-----------;Civil;-------;Trabajador cuenta propia;---------;No;50-54;M;M;20-24;Civil;No
25164;HD M;Salta;Capital;18/7/2021;00:30:00;2;1;Vía pública;;Vía pública;Arma blanca;;Sí robo;;M;M;-----------;Civil;-------;Estudiante;---------;No;15-19;M;M;15-19;Civil;No
25165;HD M;Salta;Grl. José de San Martín;23/7/2021;19:55:00;1;1;Vía pública;;Vía pública;Arma blanca;;No;;M;M;-----------;Civil;-------;Trabajador cuenta propia;---------;SD;40-44;M;M;SD;SD;SD
25166;HD M;Salta;Grl. José de San Martín;31/7/2021;19:55:00;2;1;Vía pública;;Vía pública;Arma blanca;;No;;M;M;-----------;Civil;-------;Trabajador cuenta propia;---------;Otras relaciones no familiares;15-19;M;M;20-24;Civil;Otras relaciones no familiares
