id_hecho;tipo_hecho_segun_victima;provincia_nombre;fecha_hecho;hora_hecho;tipo_lugar;tipo_lugar_otro;tipo_lugar_ampliado;clase_arma;clase_arma_otro;en_ocasion_otro_delito;en_ocasion_otro_delito_otro;victima_sexo;victima_identidad_genero;victima_identidad_genero_otro;victima_tr_edad;victima_mayor;victima_relacion;victima_situacion_ocupacional;inculpado_sexo;inculpado_tr_edad;inculpado_mayor
11535;HD Varón;Neuquén;14/1/2017;22:38:00;Domicilio particular;;Domicilio particular;Arma de fuego;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin relación;No corresponde;No corresponde;Sin determinar;Sin determinar
11536;HD Varón;Neuquén;7/1/2017;10:35:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
11537;HD Varón;Neuquén;7/1/2017;16:38:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
11538;HD Varón;Neuquén;2/1/2017;22:00:00;Domicilio particular;;Domicilio particular;Ahorcamiento / asfixia;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Padre/Madre;No corresponde;No corresponde;No corresponde;Sí
11539;HD Varón;Neuquén;3/4/2017;23:55:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
11540;HD Varón;Neuquén;12/4/2017;19:00:00;Domicilio particular;;Domicilio particular;Arma de fuego;;Sin determinación;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;Trabajador cuenta propia;No corresponde;Sin determinar;Sin determinar
11541;HD Varón;Neuquén;17/3/2017;02:20:00;Vía pública;;Vía pública;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
11542;HD Varón;Neuquén;7/3/2017;21:00:00;Domicilio particular;;Domicilio particular;Sin determinación;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11543;HD Mujer Cis Trans Travesti-Femicidio;Neuquén;11/3/2017;19:10:00;Domicilio particular;;Domicilio particular;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;No corresponde;Trabajador cuenta propia;No corresponde;No corresponde;Sí
11544;HD Varón;Neuquén;12/3/2017;21:30:00;Otro lugar;;Campo/descampado/zona rural;Arma blanca;;Si otro delito;Lesiones;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
11545;HD Mujer Cis Trans Travesti-Femicidio;Neuquén;8/6/2017;20:50:00;Domicilio particular;;Domicilio particular;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;No corresponde;No corresponde;No corresponde;No corresponde;Sí
11546;HD Varón;Neuquén;13/5/2017;14:00:00;Domicilio particular;;Domicilio particular;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;Sin Determinar;No corresponde;No corresponde;Sí
11547;HD Varón;Neuquén;21/2/2017;02:10:00;Vía pública;;Vía pública;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11548;HD Varón;Neuquén;21/5/2017;21:35:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11567;HD Mujer Cis Trans Travesti-Otro homicidio;Neuquén;22/4/2017;10:38:00;Domicilio particular;;Domicilio particular;Ahorcamiento / asfixia;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;No corresponde;No corresponde - Menor;No corresponde;No corresponde;Sí
11568;HD Varón;Salta;1/1/2017;07:30:00;Domicilio particular;;Domicilio particular;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;No corresponde;Trabajador cuenta propia;No corresponde;Sin determinar;Sin determinar
11569;HD Varón;Salta;5/1/2017;12:00:00;Comercio;;Comercio;Objeto contundente;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;No corresponde;Rentista;No corresponde;Sin determinar;Sin determinar
11570;HD Mujer Cis Trans Travesti-Femicidio;Salta;5/1/2017;14:37:00;Cárcel o comisaría;;Cárcel o comisaría;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;No corresponde;Sin Determinar;No corresponde;No corresponde;Sí
11571;HD Mujer Cis Trans Travesti-Femicidio;Salta;6/1/2017;02:00:00;Vía pública;;Vía pública;Ahorcamiento / asfixia;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;No corresponde;No corresponde;No corresponde;No corresponde;Sí
11572;HD Varón;Salta;8/1/2017;05:00:00;Vía pública;;Vía pública;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;Sin Determinar;No corresponde;Sin determinar;Sin determinar
11573;HD Varón;Salta;8/1/2017;06:30:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;Sin Determinar;No corresponde;No corresponde;Sí
11574;HD Varón;Salta;14/1/2017;06:30:00;Vía pública;;Vía pública;Arma blanca;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;Sin Determinar;No corresponde;No corresponde;Sí
11575;HD Varón;Salta;16/1/2017;11:30:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;Sin Determinar;No corresponde;Sin determinar;Sin determinar
11576;HD Mujer Cis Trans Travesti-Femicidio;Salta;21/1/2017;08:00:00;Domicilio particular;;Domicilio particular;Quemaduras;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;No corresponde;Sin Determinar;No corresponde;No corresponde;Sí
11577;HD Varón;Salta;22/1/2017;07:00:00;Domicilio particular;;Domicilio particular;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Otros vínculos familiares;Sin Determinar;No corresponde;No corresponde;Sí
11578;HD Varón;Salta;25/1/2017;01:00:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;Sin determinar;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
11579;HD Mujer Cis Trans Travesti-Femicidio;Salta;27/1/2017;13:45:00;Domicilio particular;;Domicilio particular;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11580;HD Varón;Salta;27/1/2017;23:45:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;Sin Determinar;No corresponde;Sin determinar;Sin determinar
11582;HD Varón;Salta;31/1/2017;11:30:00;Cárcel o comisaría;;Cárcel o comisaría;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
11584;HD Varón;Chubut;24/2/2017;19:40:00;Domicilio particular;;Domicilio particular;Objeto contundente;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;Sin determinar;Sí;Sin relación;Sin Determinar;No corresponde;No corresponde;Sí
11585;HD Varón;Chubut;7/2/2017;19:02:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;Sin Determinar;No corresponde;Sin determinar;Sí
11586;HD Varón;Neuquén;21/6/2017;07:45:00;Vía pública;;Vía pública;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;Sin Determinar;No corresponde;No corresponde;Sí
11587;HD Varón;Neuquén;16/6/2017;00:20:00;Domicilio particular;;Domicilio particular;Objeto contundente;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11588;HD Mujer Cis Trans Travesti-Femicidio;Neuquén;12/6/2017;10:00:00;Domicilio particular;;Domicilio particular;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;No corresponde;No corresponde;No corresponde;No corresponde;Sí
11589;HD Mujer Cis Trans Travesti-Otro homicidio;Chubut;29/4/2017;17:15:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
11590;HD Varón;Chubut;18/6/2017;07:45:00;Vía pública;;Vía pública;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
11591;HD Varón;Catamarca;7/2/2017;20:35:00;Vía pública;;Vía pública;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
11592;HD Varón;Santa Fe;9/1/2017;01:30:00;Vía pública;;Vía pública;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;No corresponde;No corresponde;No corresponde;Sí
11593;HD Varón;Santa Fe;21/1/2017;21:50:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;No corresponde;No corresponde;No corresponde;Sí
11594;HD Varón;Santa Fe;24/1/2017;11:00:00;Vía pública;;Vía pública;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;No corresponde;No corresponde;No corresponde;Sí
11595;HD Varón;Santa Fe;4/1/2017;19:45:00;Otro lugar;;Campo/descampado/zona rural;Objeto contundente;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11596;HD Varón;Santa Fe;15/1/2017;06:00:00;Domicilio particular;;Domicilio particular;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
11597;HD Mujer Cis Trans Travesti-Otro homicidio;Santa Fe;25/1/2017;14:00:00;Domicilio particular;;Domicilio particular;Golpes;;Sí robo;;No corresponde;No corresponde;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11598;HD Varón;Santa Fe;29/1/2017;17:00:00;Vía pública;;Vía pública;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;No corresponde;Sin determinación;Sin Determinar;No corresponde;No corresponde;No corresponde
11599;HD Varón;Santa Fe;2/1/2017;01:25:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11600;HD Varón;Santa Fe;2/1/2017;21:00:00;Domicilio particular;;Domicilio particular;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11601;HD Varón;Santa Fe;7/1/2017;18:00:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11602;HD Mujer Cis Trans Travesti-Otro homicidio;Santa Fe;11/1/2017;00:10:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde - Menor;Sin determinar;Sin determinar;Sin determinar
11603;HD Varón;Santa Fe;11/1/2017;00:30:00;Vía pública;;Vía pública;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11604;HD Varón;Santa Fe;11/1/2017;23:19:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11605;HD Varón;Santa Fe;12/1/2017;21:00:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11606;HD Varón;Santa Fe;15/1/2017;03:44:00;Domicilio particular;;Domicilio particular;Arma de fuego;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11607;HD Varón;Santa Fe;16/1/2017;01:30:00;Domicilio particular;;Domicilio particular;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11608;HD Varón;Santa Fe;12/1/2017;13:00:00;Vía pública;;Vía pública;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11609;HD Varón;Santa Fe;20/1/2017;02:30:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;No corresponde;No corresponde;No corresponde;Sí
11610;HD Varón;Santa Fe;21/1/2017;19:00:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11611;HD Varón;Santa Fe;17/1/2017;21:00:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11612;HD Varón;Santa Fe;22/1/2017;03:00:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11613;HD Varón;Santa Fe;25/1/2017;22:00:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11614;HD Mujer Cis Trans Travesti-Otro homicidio;Santa Fe;29/1/2017;04:25:00;Domicilio particular;;Domicilio particular;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11615;HD Varón;Santa Fe;29/1/2017;23:00:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11616;HD Varón;Santa Fe;6/1/2017;01:30:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;No corresponde;Sin relación;No corresponde;No corresponde;No corresponde;No corresponde
11617;HD Mujer Cis Trans Travesti-Femicidio;Santa Fe;3/1/2017;16:30:00;Domicilio particular;;Domicilio particular;Objeto contundente;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sin determinar;Padre/Madre;Trabajador cuenta propia;No corresponde;Sin determinar;Sin determinar
11624;HD Varón;Santa Fe;3/2/2017;01:00:00;Domicilio particular;;Domicilio particular;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Otras relaciones no familiares;Sin Determinar;No corresponde;No corresponde;Sí
11625;HD Varón;Santa Fe;7/2/2017;21:45:00;Domicilio particular;;Domicilio particular;Quemaduras;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;No corresponde;No corresponde;No corresponde;No corresponde;Sí
11626;HD Varón;Santa Fe;13/2/2017;23:00:00;Domicilio particular;;Domicilio particular;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;No corresponde;No corresponde;No corresponde;Sí
11627;HD Varón;Santa Fe;16/2/2017;03:00:00;Vía pública;;Vía pública;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11628;HD Varón;Santa Fe;26/2/2017;05:00:00;Vía pública;;Vía pública;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;No corresponde;No corresponde;No corresponde;Sí
11629;HD Varón;Santa Fe;4/2/2017;20:00:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;No corresponde - Menor;No corresponde;No corresponde;Sí
11630;HD Mujer Cis Trans Travesti-Femicidio;Santa Fe;5/2/2017;03:55:00;Domicilio particular;;Domicilio particular;Objeto contundente;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;No corresponde;No corresponde;No corresponde;No corresponde;Sí
11631;HD Varón;Santa Fe;6/2/2017;21:30:00;Domicilio particular;;Domicilio particular;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;Trabajador cuenta propia;Sin determinar;Sin determinar;Sin determinar
11632;HD Varón;Santa Fe;9/2/2017;22:00:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;Sin Determinar;Sin determinar;Sin determinar;Sin determinar
11633;HD Varón;Santa Fe;15/2/2017;21:00:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;Sin Determinar;Sin determinar;Sin determinar;Sin determinar
11634;HD Varón;Santa Fe;16/2/2017;05:50:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11635;HD Varón;Santa Fe;18/2/2017;21:30:00;Domicilio particular;;Domicilio particular;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Otras relaciones no familiares;Sin Determinar;No corresponde;Sin determinar;Sin determinar
11636;HD Varón;Santa Fe;7/2/2017;23:30:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;Trabajador cuenta propia;Sin determinar;Sin determinar;Sin determinar
11637;HD Mujer Cis Trans Travesti-Femicidio;Santa Fe;25/2/2017;18:30:00;Domicilio particular;;Domicilio particular;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;No corresponde;No corresponde;No corresponde;No corresponde;Sí
11638;HD Varón;Santa Fe;25/2/2017;14:40:00;Vía pública;;Vía pública;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;Sin Determinar;No corresponde;No corresponde;Sí
11639;HD Varón;Santa Fe;3/2/2017;21:00:00;Comercio;;Comercio;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
11654;HD Varón;Santa Fe;6/3/2017;01:15:00;Vía pública;;Vía pública;Objeto contundente;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11655;HD Mujer Cis Trans Travesti-Femicidio;Santa Fe;8/3/2017;11:00:00;Domicilio particular;;Domicilio particular;Sin determinación;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;No corresponde;No corresponde;No corresponde;No corresponde;Sí
11656;HD Varón;Santa Fe;12/3/2017;23:30:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;Sin Determinar;Sin determinar;Sin determinar;Sin determinar
11657;HD Varón;Santa Fe;21/3/2017;21:00:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
11658;HD Mujer Cis Trans Travesti-Otro homicidio;Santa Fe;26/3/2017;00:00:00;Vía pública;;Vía pública;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;No corresponde;Sin determinación;No corresponde;No corresponde;No corresponde;No corresponde
11659;HD Varón;Santa Fe;30/3/2017;15:30:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;Sin Determinar;Sin determinar;Sin determinar;Sin determinar
11660;HD Varón;Santa Fe;26/3/2017;19:50:00;Domicilio particular;;Domicilio particular;Objeto contundente;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11661;HD Varón;Santa Fe;3/3/2017;16:19:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;Sin Determinar;Sin determinar;Sin determinar;Sin determinar
11662;HD Varón;Santa Fe;3/3/2017;22:00:00;Comercio;;Comercio;Arma de fuego;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;Patrón/empleador;Sin determinar;Sin determinar;Sin determinar
11663;HD Varón;Santa Fe;4/3/2017;02:40:00;Domicilio particular;;Domicilio particular;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;Sin Determinar;No corresponde;Sin determinar;Sin determinar
11664;HD Varón;Santa Fe;4/3/2017;07:10:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;Sin Determinar;Sin determinar;Sin determinar;Sin determinar
11665;HD Varón;Santa Fe;4/3/2017;21:00:00;Domicilio particular;;Domicilio particular;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;Sin Determinar;Sin determinar;Sin determinar;Sin determinar
11666;HD Varón;Santa Fe;7/3/2017;16:15:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11667;HD Varón;Santa Fe;9/3/2017;21:30:00;Domicilio particular;;Domicilio particular;Arma de fuego;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;Sin Determinar;Sin determinar;Sin determinar;Sin determinar
11668;HD Varón;Santa Fe;10/3/2017;05:40:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;Sin Determinar;Sin determinar;Sin determinar;Sin determinar
11670;HD Varón;Santa Fe;17/3/2017;19:00:00;Domicilio particular;;Domicilio particular;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11671;HD Varón;Santa Fe;19/3/2017;03:30:00;Vía pública;;Vía pública;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;Sin Determinar;Sin determinar;Sin determinar;Sin determinar
11672;HD Varón;Santa Fe;23/3/2017;20:00:00;Vía pública;;Vía pública;Arma de fuego;;Sin determinación;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11673;HD Mujer Cis Trans Travesti-Otro homicidio;Santa Fe;25/3/2017;17:00:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sin determinar;Sin determinación;Sin Determinar;Sin determinar;Sin determinar;Sin determinar
11674;HD Varón;Santa Fe;26/3/2017;16:30:00;Domicilio particular;;Domicilio particular;Arma de fuego;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
11675;HD Varón;Santa Fe;12/3/2017;01:45:00;Vía pública;;Vía pública;Objeto contundente;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;No corresponde;No corresponde;No corresponde;Sí
11676;HD Varón;Santa Fe;17/3/2017;04:00:00;Vía pública;;Vía pública;Arma de fuego;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;Sin Determinar;Sin determinar;Sin determinar;Sin determinar
11677;HD Varón;Santa Fe;18/3/2017;02:20:00;Vía pública;;Vía pública;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;Sin Determinar;Sin determinar;Sin determinar;Sin determinar
11678;HD Mujer Cis Trans Travesti-Otro homicidio;Santa Fe;18/3/2017;15:00:00;Vía pública;;Vía pública;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
11679;HD Varón;Santa Fe;25/3/2017;04:50:00;Domicilio particular;;Domicilio particular;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;No corresponde;Sin Determinar;No corresponde;No corresponde;Sí
11680;HD Varón;Santa Fe;30/3/2017;04:30:00;Vía pública;;Vía pública;Arrollamiento por rodado o tren;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;No corresponde;No corresponde;No corresponde;Sí
11685;HD Varón;Santa Fe;22/4/2017;19:00:00;Domicilio particular;;Domicilio particular;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Otros vínculos familiares;Sin Determinar;No corresponde;No corresponde;Sí
11686;HD Varón;Santa Fe;6/4/2017;00:40:00;Vía pública;;Vía pública;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;No corresponde;Sin determinar;Sin determinar;Sin determinar
