id_hecho;tipo_hecho_segun_victima;provincia_nombre;fecha_hecho;hora_hecho;tipo_lugar;tipo_lugar_otro;tipo_lugar_ampliado;clase_arma;clase_arma_otro;en_ocasion_otro_delito;en_ocasion_otro_delito_otro;victima_sexo;victima_identidad_genero;victima_identidad_genero_otro;victima_tr_edad;victima_mayor;victima_relacion;victima_situacion_ocupacional;inculpado_sexo;inculpado_tr_edad;inculpado_mayor
20544;HD Varón;Buenos Aires;20/5/2019;11:11:11;Domicilio particular;;Domicilio particular;Arma de fuego;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;Trabajador cuenta propia;No corresponde;No corresponde;Sí
20545;HD Varón;Buenos Aires;1/5/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20546;HD Mujer Cis Trans Travesti-Femicidio;Buenos Aires;3/5/2019;11:11:11;Sin determinar;;Sin determinar;Sin determinación;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;Padre/Madre;No corresponde;No corresponde;No corresponde;Sí
20547;HD Varón;Buenos Aires;4/5/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Padre/Madre;No corresponde;No corresponde;No corresponde;Sí
20548;HD Varón;Buenos Aires;4/5/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20549;HD Mujer Cis Trans Travesti-Otro homicidio;Buenos Aires;22/5/2019;11:11:11;Domicilio particular;;Domicilio particular;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;Sin determinación;No corresponde;No corresponde;No corresponde;Sí
20550;HD Varón;Buenos Aires;7/5/2019;11:11:11;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;No corresponde;Sin relación;No corresponde;No corresponde;No corresponde;No corresponde
20551;HD Varón;Buenos Aires;13/5/2019;11:11:11;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;Sin Determinar;No corresponde;No corresponde;Sí
20552;HD Varón;Buenos Aires;14/5/2019;11:11:11;Sin determinar;;Sin determinar;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20553;HD Varón;Buenos Aires;16/5/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
20554;HD Varón;Buenos Aires;16/5/2019;11:11:11;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20555;HD Varón;Buenos Aires;17/5/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
20556;HD Varón;Buenos Aires;1/5/2019;11:11:11;Sin determinar;;Sin determinar;Objeto contundente;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Padre/Madre;No corresponde;No corresponde;No corresponde;Sí
20557;HD Varón;Buenos Aires;10/5/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;No corresponde;Sin relación;Sin Determinar;No corresponde;No corresponde;No corresponde
20558;HD Varón;Buenos Aires;11/5/2019;11:11:11;Comercio;;Comercio;Arma de fuego;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
20559;HD Varón;Buenos Aires;23/5/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
20560;HD Varón;Buenos Aires;5/5/2019;11:11:11;Domicilio particular;;Domicilio particular;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Otras relaciones no familiares;Sin Determinar;No corresponde;No corresponde;Sí
20561;HD Mujer Cis Trans Travesti-Femicidio vinculado;Buenos Aires;23/5/2019;11:11:11;Domicilio particular;;Domicilio particular;Objeto contundente;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;No corresponde;Sin Determinar;No corresponde;No corresponde;Sí
20562;HD Varón;Buenos Aires;8/5/2019;11:11:11;Vía pública;;Vía pública;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20563;HD Varón;Buenos Aires;21/5/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;No corresponde;Sin relación;Sin Determinar;No corresponde;No corresponde;No corresponde
20564;HD Varón;Buenos Aires;18/5/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
20565;HD Mujer Cis Trans Travesti-Femicidio;Buenos Aires;19/5/2019;11:11:11;Otro lugar;;Bar/ Boliche/Salón de fiestas/Fiesta;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;No corresponde;No corresponde;No corresponde;No corresponde;Sí
20566;HD Varón;Buenos Aires;10/5/2019;11:11:11;Sin determinar;;Sin determinar;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;No corresponde;No corresponde;No corresponde;No corresponde;Sí
20567;HD Varón;Buenos Aires;2/5/2019;11:11:11;Sin determinar;;Sin determinar;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;No corresponde;No corresponde;No corresponde;Sí
20568;HD Varón;Buenos Aires;6/5/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20569;HD Varón;Buenos Aires;25/5/2019;11:11:11;Otro lugar;;Campo/descampado/zona rural;Sin determinación;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20570;HD Varón;Buenos Aires;25/5/2019;11:11:11;Sin determinar;;Sin determinar;Sin determinación;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;No corresponde;No corresponde;No corresponde;Sí
20571;HD Varón;Buenos Aires;31/5/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;No corresponde;No corresponde;No corresponde;Sí
20572;HD Varón;Buenos Aires;11/5/2019;11:11:11;Sin determinar;;Sin determinar;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Otros vínculos familiares;Sin Determinar;No corresponde;No corresponde;Sí
20573;HD Varón;Buenos Aires;10/5/2019;11:11:11;Sin determinar;;Sin determinar;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;Sin Determinar;No corresponde;No corresponde;Sí
20574;HD Mujer Cis Trans Travesti-Posible femicidio;Buenos Aires;19/5/2019;11:11:11;Sin determinar;;Sin determinar;Objeto contundente;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;Sin determinación;No corresponde;No corresponde;No corresponde;Sí
20575;HD Varón;Buenos Aires;27/5/2019;11:11:11;Sin determinar;;Sin determinar;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;No corresponde;Sin Determinar;No corresponde;No corresponde;Sí
20576;HD Varón;Buenos Aires;10/5/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
20577;HD Varón;Buenos Aires;20/5/2019;11:11:11;Comercio;;Comercio;Arma de fuego;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
20578;HD Varón;Buenos Aires;3/5/2019;11:11:11;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;No corresponde;Sin determinación;No corresponde;No corresponde;No corresponde;No corresponde
20579;HD Varón;Buenos Aires;7/5/2019;11:11:11;Sin determinar;;Sin determinar;Sin determinación;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20586;HD Varón;Buenos Aires;17/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20587;HD Varón;Buenos Aires;21/6/2019;11:11:11;Domicilio particular;;Domicilio particular;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;Trabajador cuenta propia;No corresponde;No corresponde;Sí
20588;HD Varón;Buenos Aires;5/6/2019;11:11:11;Sin determinar;;Sin determinar;Sin determinación;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20589;HD Varón;Buenos Aires;4/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;No corresponde;No corresponde;No corresponde;Sí
20590;HD Varón;Buenos Aires;17/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20591;HD Mujer Cis Trans Travesti-Femicidio;Buenos Aires;20/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;No corresponde;No corresponde;No corresponde;No corresponde;Sí
20592;HD Varón;Buenos Aires;2/6/2019;11:11:11;Vía pública;;Vía pública;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20593;HD Varón;Buenos Aires;1/6/2019;11:11:11;Sin determinar;;Sin determinar;Sin determinación;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;No corresponde;No corresponde;No corresponde;No corresponde;Sí
20594;HD Mujer Cis Trans Travesti-Femicidio;Buenos Aires;12/6/2019;11:11:11;Domicilio particular;;Domicilio particular;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;No corresponde;Sin Determinar;No corresponde;No corresponde;Sí
20595;HD Varón;Buenos Aires;7/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
20596;HD Varón;Buenos Aires;8/6/2019;11:11:11;Domicilio particular;;Domicilio particular;Arma de fuego;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
20597;HD Varón;Buenos Aires;11/6/2019;11:11:11;Interior de rodados;;Interior de rodados;Sin determinación;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Sin determinación;Sin Determinar;No corresponde;Sin determinar;Sin determinar
20598;HD Varón;Buenos Aires;4/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
20599;HD Varón;Buenos Aires;9/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;No corresponde;No corresponde;No corresponde;No corresponde;Sí
20600;HD Varón;Buenos Aires;3/6/2019;11:11:11;Otro lugar;;Campo/descampado/zona rural;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20601;HD Varón;Buenos Aires;4/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20602;HD Varón;Buenos Aires;8/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20603;HD Varón;Buenos Aires;23/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20604;HD Varón;Buenos Aires;23/6/2019;11:11:11;Domicilio particular;;Domicilio particular;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20605;HD Varón;Buenos Aires;7/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Otros vínculos familiares;Sin Determinar;No corresponde;No corresponde;Sí
20606;HD Varón;Buenos Aires;8/6/2019;11:11:11;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20607;HD Varón;Buenos Aires;23/6/2019;11:11:11;Comercio;;Comercio;Arma de fuego;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
20608;HD Varón;Buenos Aires;1/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;Sin Determinar;No corresponde;No corresponde;Sí
20609;HD Varón;Buenos Aires;23/6/2019;11:11:11;Vía pública;;Vía pública;Objeto contundente;Herido con una botella;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20610;HD Varón;Buenos Aires;12/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
20611;HD Varón;Buenos Aires;20/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20612;HD Mujer Cis Trans Travesti-Femicidio;Buenos Aires;22/6/2019;11:11:11;Domicilio particular;;Domicilio particular;Golpes;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;No corresponde;No corresponde;No corresponde;No corresponde;Sí
20613;HD Varón;Buenos Aires;22/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
20614;HD Varón;Buenos Aires;26/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;No corresponde;No corresponde;No corresponde;Sí
20615;HD Varón;Buenos Aires;27/6/2019;11:11:11;Vía pública;;Vía pública;Arma de fuego;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
20616;HD Varón;Buenos Aires;29/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20617;HD Varón;Buenos Aires;22/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;No corresponde;No corresponde;No corresponde;Sí
20618;HD Mujer Cis Trans Travesti-Femicidio;Buenos Aires;24/6/2019;11:11:11;Domicilio particular;;Domicilio particular;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;No corresponde;No corresponde;No corresponde;No corresponde;Sí
20619;HD Varón;Buenos Aires;24/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;No corresponde;No corresponde;No corresponde;Sí
20620;HD Varón;Buenos Aires;9/6/2019;11:11:11;Domicilio particular;;Domicilio particular;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;No corresponde;No corresponde;No corresponde;Sí
20621;HD Varón;Buenos Aires;13/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
20622;HD Varón;Buenos Aires;20/6/2019;11:11:11;Vía pública;;Vía pública;Objeto contundente;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20623;HD Varón;Buenos Aires;16/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20624;HD Varón;Buenos Aires;22/6/2019;11:11:11;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20625;HD Varón;Buenos Aires;8/6/2019;11:11:11;Domicilio particular;;Domicilio particular;Sin determinación;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Otras relaciones no familiares;No corresponde;No corresponde;No corresponde;Sí
20626;HD Mujer Cis Trans Travesti-Otro homicidio;Buenos Aires;11/6/2019;11:11:11;Interior de rodados;;Interior de rodados;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;No corresponde;No corresponde;No corresponde;No corresponde;Sí
20627;HD Varón;Buenos Aires;22/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
20628;HD Varón;Buenos Aires;1/6/2019;11:11:11;Domicilio particular;;Domicilio particular;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;No corresponde;No corresponde;No corresponde;Sí
20629;HD Varón;Buenos Aires;1/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20630;HD Varón;Buenos Aires;16/6/2019;11:11:11;Domicilio particular;;Domicilio particular;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20631;HD Varón;Buenos Aires;27/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;No corresponde;No corresponde;No corresponde;Sí
20632;HD Varón;Buenos Aires;28/6/2019;11:11:11;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Otras relaciones no familiares;No corresponde;No corresponde;No corresponde;Sí
20633;HD Varón;Buenos Aires;30/6/2019;11:11:11;Vía pública;;Vía pública;Arma de fuego;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;No corresponde;No corresponde;No corresponde;Sí
20634;HD Varón;Buenos Aires;7/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;No corresponde;Sin determinación;Sin Determinar;No corresponde;No corresponde;No corresponde
20635;HD Varón;Buenos Aires;1/6/2019;11:11:11;Vía pública;;Vía pública;Sin determinación;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20636;HD Varón;Buenos Aires;30/6/2019;11:11:11;Interior de rodados;;Interior de rodados;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;No corresponde;Sin determinación;Sin Determinar;No corresponde;No corresponde;No corresponde
20637;HD Varón;Buenos Aires;17/6/2019;11:11:11;Vía pública;;Vía pública;Golpes;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;No corresponde;Sin determinación;Sin Determinar;No corresponde;No corresponde;No corresponde
20638;HD Varón;Buenos Aires;9/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20639;HD Varón;Buenos Aires;9/6/2019;11:11:11;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20640;HD Varón;Buenos Aires;3/6/2019;11:11:11;Vía pública;;Vía pública;Arma de fuego;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;Sin Determinar;No corresponde;No corresponde;Sí
20641;HD Varón;Buenos Aires;29/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20642;HD Varón;Buenos Aires;8/6/2019;11:11:11;Sin determinar;;Sin determinar;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;No corresponde;No corresponde;No corresponde;Sí
20643;HD Varón;Buenos Aires;20/6/2019;11:11:11;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20644;HD Varón;Buenos Aires;16/6/2019;11:11:11;Domicilio particular;;Domicilio particular;Ahorcamiento / asfixia;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;No corresponde;No corresponde - Menor;No corresponde;No corresponde;Sí
20645;HD Mujer Cis Trans Travesti-Posible femicidio;Buenos Aires;29/6/2019;11:11:11;Domicilio particular;;Domicilio particular;Golpes;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;Sin determinación;No corresponde;No corresponde;No corresponde;Sí
20646;HD Varón;Buenos Aires;21/6/2019;11:11:11;Sin determinar;;Sin determinar;Golpes;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Otras relaciones no familiares;No corresponde - Menor;No corresponde;No corresponde;Sí
20647;HD Varón;Buenos Aires;1/6/2019;11:11:11;Sin determinar;;Sin determinar;Sin determinación;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;Sin determinación;Sin Determinar;No corresponde;No corresponde;Sí
20648;HD Mujer Cis Trans Travesti-Femicidio;Buenos Aires;14/6/2019;11:11:11;Domicilio particular;;Domicilio particular;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;No corresponde;No corresponde;No corresponde;No corresponde;Sí
20649;HD Mujer Cis Trans Travesti-Femicidio;Salta;21/10/2018;05:25:00;Vía pública;;Vía pública;Golpes;;Sí abuso sexual con  acceso carnal (violación);;No corresponde;No corresponde;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
20650;HD Varón;Salta;21/12/2018;10:00:00;Domicilio particular;;Domicilio particular;Golpes;;Sí robo;;No corresponde;Varón;-----------;No corresponde;Sí;Sin relación;No corresponde;No corresponde;No corresponde;Sí
20651;HD Varón;Salta;17/12/2018;06:15:00;Domicilio particular;;Domicilio particular;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;No corresponde;Trabajador cuenta propia;No corresponde;No corresponde;Sí
20652;HD Varón;Tucumán;3/12/2019;10:00:00;Domicilio particular;;Domicilio particular;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sí;No corresponde;Sin Determinar;No corresponde;No corresponde;Sí
20653;HD Mujer Cis Trans Travesti-Femicidio;Tucumán;5/12/2019;14:30:00;Domicilio particular;;Domicilio particular;Ahorcamiento / asfixia;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sí;Otras relaciones no familiares;Sin Determinar;No corresponde;No corresponde;Sí
20654;HD Varón;Tucumán;7/12/2019;14:10:00;Domicilio particular;;Domicilio particular;Ahorcamiento / asfixia;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;No corresponde;Otros vínculos familiares;Sin Determinar;No corresponde;No corresponde;No corresponde
20655;HD Varón;Tucumán;11/12/2019;00:00:23;Domicilio particular;;Domicilio particular;Arma de fuego;;Si otro delito;Abuso de arma de fuego;No corresponde;Varón;-----------;No corresponde;Sí;Otras relaciones no familiares;Sin Determinar;No corresponde;No corresponde;Sí
20656;HD Varón;Tucumán;14/12/2019;05:40:00;Vía pública;;Vía pública;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Otras relaciones no familiares;Sin Determinar;No corresponde;Sin determinar;Sin determinar
20657;HD Varón;Tucumán;19/12/2019;21:40:00;Vía pública;;Vía pública;Arma blanca;;Si otro delito;Lesiones;No corresponde;Varón;-----------;No corresponde;Sí;Otros vínculos familiares;Sin Determinar;No corresponde;No corresponde;Sí
20658;HD Varón;Tucumán;20/12/2019;20:15:00;Vía pública;;Vía pública;Arma blanca;;No fue en ocasión de otro delito;;No corresponde;Varón;-----------;No corresponde;Sin determinar;Otras relaciones no familiares;Sin Determinar;No corresponde;Sin determinar;Sin determinar
20659;HD Mujer Cis Trans Travesti-Otro homicidio;Tucumán;20/12/2019;21:40:00;Domicilio particular;;Domicilio particular;Arma de fuego;;No fue en ocasión de otro delito;;No corresponde;No corresponde;-----------;No corresponde;Sin determinar;Otras relaciones no familiares;Sin Determinar;Sin determinar;Sin determinar;Sin determinar
